Secao,Titulo,Descrição,Data
mercado-digital,IA salvará a humanidade? Festival nos EUA lembra seus limites,"Os adeptos da inteligência artificial (IA) apostam nesta tecnologia para ajudar a humanidade a resolver problemas como o aquecimento global. Mas a realidade é que isso requer, acima de tudo, esforços humanos. “Imagine que...",15/03/24 - 15:44min
mercado-digital,Estados Unidos pedem ao mundo para se unir contra o fentanil,"Durante uma conferência sobre drogas da ONU em Viena, o secretário de Estado dos Estados Unidos, Antony Blinken, pediu à comunidade internacional para unir-se na luta contra o fentanil – uma droga sintética que...",15/03/24 - 11:35min
mercado-digital,UE pressiona grandes plataformas digitais sobre os riscos para os processos eleitorais,"A UE pediu, nesta quinta-feira (14) ao TikTok e a outras grandes plataformas digitais explicações sobre a sua gestão dos riscos relacionados com o uso da Inteligência Artificial e a divulgação de informações falsas,...",14/03/24 - 11:53min
mercado-digital,China critica eventual proibição do TikTok nos Estados Unidos,"A China afirmou que proibir o TikTok nos Estados Unidos, medida que pode ser aprovada pela Câmara de Representantes nesta quarta-feira, seria uma medida que inevitavelmente retornaria para afetar a maior economia do mundo....",13/03/24 - 7:56min
mercado-digital,Foguete espacial de empresa privada japonesa explode segundos após o lançamento,"Um foguete de uma empresa privada japonesa explodiu nesta quarta-feira poucos segundos após o lançamento na região oeste do país, um evento exibido ao vivo pelo canal de televisão público NHK. A missão da...",13/03/24 - 6:09min
mercado-digital,Câmara de Representantes aprova projeto que pode proibir TikTok nos EUA,"A Câmara dos Representantes dos Estados Unidos aprovou, nesta quarta-feira (13), um projeto de lei para proibir o uso da rede social TikTok, a menos que o aplicativo corte relações com sua matriz ByteDance...",12/03/24 - 23:27min
mercado-digital,Tripulação da ISS pousa no mar do Golfo do México ao voltar à Terra,"Quatro astronautas da Estação Espacial Internacional (ISS) voltaram, nesta terça-feira (12), à Terra, com um pouso nas águas do Golfo do México, após completar seis meses de missão. A nave Crew Dragon amerissou no...",12/03/24 - 9:41min
mercado-digital,"Com Musk à frente, Vale do Silício se inclina à direita","Desde sua polêmica aquisição do Twitter, Elon Musk fez um claro giro político à direita, desafiando a tradição do Vale do Silício como um bastião de liberais endinheirados comprometidos com o Partido Democrata nos...",11/03/24 - 22:33min
mercado-digital,Trump e Biden divergem sobre proibição do TikTok nos EUA,"O ex-presidente americano Donald Trump declarou-se, nesta segunda-feira (11), contrário à proibição da plataforma TikTok nos Estados Unidos, uma posição oposta a do atual chefe de Estado americano, Joe Biden, que está disposto a...",11/03/24 - 18:03min
mercado-digital,Agência americana aprova medicamento antiobesidade para reduzir riscos cardíacos,"A agência reguladora de medicamentos e alimentos dos Estados Unidos, FDA, deu luz verde para que um popular medicamento contra a obesidade seja usado, pela primeira vez, para prevenir doenças cardíacas graves, uma decisão...",08/03/24 - 21:53min
mercado-digital,Guatemala declara estado de alerta por dengue após três óbitos e sete mil casos,"O governo da Guatemala declarou estado de alerta epidemiológico nacional nesta quinta-feira (7) para prevenir a dengue, que já causou três mortes e quase 7 mil casos este ano. O alerta foi decretado devido...",07/03/24 - 15:42min
mercado-digital,Tinder terá que explicar taxas diferenciadas para usuários da UE,"O aplicativo de relacionamento Tinder prometeu informar seus usuários na UE o porquê de cobrar preços diferentes pelo mesmo serviço, anunciou a Comissão Europeia nesta quinta-feira (7). O compromisso do Tinder é resultado de...",07/03/24 - 14:37min
mercado-digital,Pornhub processa UE por lei de conteúdos digitais,"O site Pornhub apresentou uma ação judicial perante um tribunal europeu alegando que não cumpre os critérios para estar sujeito às regulamentações rigorosas sobre controles de conteúdo nas plataformas digitais do bloco, anunciou a...",07/03/24 - 14:27min
mercado-digital,Primeira mulher astronauta árabe formada na Nasa está pronta para ir à Lua,"Como seus ancestrais já haviam feito, Nora AlMatrooshi também estudou as estrelas e desde criança sonha viajar para a Lua. Nesta semana, ela se tornou a primeira mulher astronauta árabe graduada em um programa...",07/03/24 - 10:23min
mercado-digital,Unesco alerta que IA generativa propaga preconceitos sexistas,"Os modelos de linguagem grande da Meta e da OpenAI, que servem de base para suas ferramentas de inteligência artificial generativa, propagam preconceitos sexistas, alerta um estudo publicado pela Unesco nesta quinta-feira(7), um dia...",07/03/24 - 9:35min
mercado-digital,EUA detém engenheiro chinês acusado de roubar tecnologia de IA do Google,"Um engenheiro de software chinês foi detido, nesta quarta-feira (6), por roubar tecnologia de inteligência artificial (IA) do Google enquanto trabalhava em sigilo para duas empresas da China, informou o procurador-geral dos Estados Unidos,...",06/03/24 - 17:59min
mercado-digital,Novos astronautas da Nasa se formam de olho na Lua e em Marte,"Depois de dois anos de treinamento rigoroso, dez americanos se tornaram oficialmente astronautas, nesta terça-feira (5), e agora são elegíveis para missões da Nasa para a Estação Espacial Internacional (ISS), a Lua e, se...",05/03/24 - 18:29min
mercado-digital,Injeções de clareamento de pele causam problemas de saúde e golpes na África,"Uma jovem sonhava em ter a “pele clara” e recebeu injeções por três dias seguidos na barraca de um mercado em Abidjan. Aguardou dez dias e não houve resultados. “Me enganaram”, admite a youtuber,...",05/03/24 - 14:49min
mercado-digital,Tripulação da Crew 8 chega à Estação Espacial Internacional,"Os três astronautas americanos e o cosmonauta russo que decolaram da Flórida no domingo chegaram à Estação Espacial Internacional (ISS, na sigla em inglês) nesta terça-feira (5), onde permanecerão por seis meses. O foguete...",05/03/24 - 14:20min
mercado-digital,Uber Eats inicia entregas com robôs no Japão,"“Atenção: robô!”, alerta um pequeno veículo de entregas verde ao abrir caminho por uma rua em Tóquio. Seu destino? Um restaurante de costelas de porco onde buscará um pedido feito pelo Uber Eats. A...",05/03/24 - 8:43min
mercado-digital,Especialistas analisam uso de IA por Israel na guerra contra o Hamas,"O Exército israelense afirma que a inteligência artificial (IA) o ajuda a eliminar de forma mais precisa os membros do Hamas, mas o número crescente de mortes de civis em Gaza leva alguns especialistas...",03/03/24 - 11:15min
mercado-digital,Elon Musk apresenta denúncia contra OpenAI por violação de acordo inicial,"O bilionário Elon Musk apresentou uma ação judicial contra a OpenAI – criadora do ChatGPT – e seus cofundadores Sam Altman e Greg Brockman, acusando-os de terem abandonado a missão original da sociedade. De...",01/03/24 - 10:29min
mercado-digital,Astronautas da missão Artemis 2 já preparam seu retorno à Terra,"Sua viagem à órbita lunar está prevista apenas para setembro de 2025, mas os quatro astronautas da missão Artemis 2 já estão se preparando para seu retorno à Terra, e há oito dias treinam...",29/02/24 - 13:38min
mercado-digital,"Ignoradas por ‘Oppenheimer’, vítimas de teste nuclear contam sua versão","Wesley Burris dormia profundamente em sua cama quando a primeira bomba atômica do mundo explodiu a 40 quilômetros de sua casa. Um clarão ofuscante inundou sua residência no deserto de Novo México, antes da...",29/02/24 - 11:30min
mercado-digital,Zuckerberg fala de IA e desinformação na Coreia do Sul,"O CEO da Meta, Mark Zuckerberg, reuniu-se nesta quinta-feira com o presidente da Coreia do Sul para discutir a cooperação no âmbito da inteligência artificial (IA) e os meios para combater a desinformação antes...",29/02/24 - 7:02min
mercado-digital,"Não haverá ‘modelo único’ superior na IA, afirma diretor da Amazon","A Microsoft e seu aliado OpenAI lançaram no ano passado uma corrida maluca pela inteligência artificial (IA) generativa, alcançados imediatamente pelo Google. Desde então, as duas gigantes dominaram essa tecnologia crucial, graças aos seus...",15/04/24 - 12:42min
mercado-digital,"Empresas não estão preparadas para a IA, diz estudo","A maioria dos executivos das principais economias do mundo acredita que a Inteligência Artificial (IA) será um divisor de águas para suas indústrias, mas admite que suas equipes de gestão não possuem conhecimentos para...",05/04/24 - 11:18min
mercado-digital,Grande biblioteca subterrânea na Suécia arquiva fenômenos paranormais,"Uma biblioteca em um porão da cidade sueca de Norrköping reúne artigos, livros e relatos de fenômenos paranormais, incluindo de pessoas que garantem ter viajado a Vênus e à Lua, uma coleção que atrai...",22/03/24 - 10:18min
mercado-digital,Ganhadores do Nobel pedem que Milei reverta cortes orçamentários na Ciência,"Em carta ao presidente Javier Milei, 68 ganhadores do prêmio Nobel de diversas disciplinas manifestaram preocupação com os ajustes adotados por seu governo no setor da Ciência como parte do seu plano de economia,...",06/03/24 - 15:42min
mercado-digital,SpaceX envia nova tripulação à Estação Espacial Internacional,"Três astronautas americanos e um cosmonauta russo decolaram na noite de domingo (3) da Flórida, no sudeste dos Estados Unidos, para a Estação Espacial Internacional (ISS), onde permanecerão por seis meses. O foguete Falcon...",04/03/24 - 9:34min
mercado-digital,Musk processa OpenAI por ‘trair’ missão fundacional da empresa,"O magnata americano Elon Musk iniciou um processo legal contra a OpenAI, a empresa de inteligência artificial (IA) que ele ajudou a criar em 2015 e que é a matriz do famoso ChatGPT, acusando...",01/03/24 - 18:26min
financas,"Dólar tem leve alta e fecha a R$ 5,25; Ibovespa vira no fim e sobe 0,02%","Após queda de 0,47% ontem, o dólar à vista apresentou leve alta na sessão desta quinta-feira, 18, dia marcado por fortalecimento da moeda americana no exterior. Falas duras de dirigentes do Federal Reserve (Fed,...",18/04/24 - 17:38min
financas,Mega-Sena acumulada: quanto rendem os R$ 72 milhões do prêmio em aplicações financeiras,"O prêmio principal da Mega-Sena acumulou oitava vez consecutiva, e a estimativa para o concurso 2.714, que será sorteado nesta quinta-feira, 18, subiu para R$ 72 milhões. Mas, afinal, quanto rende esse valor se...",18/04/24 - 6:51min
financas,"Após 5 altas seguidas, dólar cai a R$ 5,24; já Ibovespa recua pelo 6º pregão consecutivo","O dólar à vista interrompeu nesta quarta-feira, 17, uma sequência de cinco sessões consecutivas de ganhos e fechou a sessão em baixa ante o real, em sintonia com o recuo da moeda norte-americana no...",17/04/24 - 17:42min
financas,"Campeão do BBB24, Davi pode ter renda de mais R$ 20 mil mensais aplicando prêmio; veja simulações","O campeão do ‘BBB 24’, Davi, pode ter renda de mais R$ 20 mil mensais aplicando prêmio de R$ 2,92 milhões. + ‘Fui lá brigar por um sonho’, desabafa Davi sobre sua trajetória no...",17/04/24 - 13:40min
financas,"Após 5 altas seguidas, dólar opera em queda nesta quarta, abaixo de R$ 5,25","O dólar é negociado em queda nesta quarta-feira, 17, depois de avançar por cinco pregões consecutivos. Por volta das 15h10, o dólar à vista caía 1,09%, a R$ 5,231, após ter chegado a R$...",17/04/24 - 10:03min
financas,Governo começa a pagar Bolsa Família e Auxílio Gás de abril; veja calendário,"A Caixa Econômica Federal começa a pagar a parcela de abril do novo Bolsa Família. Recebem nesta quarta-feira, 17, os beneficiários com Número de Inscrição Social (NIS) de final 1. Moradores de 98 municípios...",17/04/24 - 6:48min
financas,"Cena externa explica dois terços do que está acontecendo, diz Haddad sobre o dólar","O ministro da Fazenda, Fernando Haddad, afirmou que o cenário externo explica dois terços do que está acontecendo no Brasil, ao ser questionado sobre a valorização do dólar frente ao real. Há, pouco, o...",16/04/24 - 14:22min
financas,"Mercado eleva previsão para nível da taxa Selic ao final de 2024, aponta Focus","Analistas consultados pelo Banco Central indicaram uma perspectiva de menor afrouxamento monetário neste ano na pesquisa Focus divulgada nesta terça-feira, 16, vendo ao mesmo tempo menos menos inflação e mais crescimento em 2024. A...",16/04/24 - 9:33min
financas,"Mega-Sena: quanto rendem os R$ 66 milhões do prêmio na poupança, no CDI e Tesouro Direto?","O principal prêmio da Mega-Sena acumulou sétima vez consecutiva, e a estimativa para o concurso 2.713, que será sorteado nesta terça-feira, 16, subiu para R$ 66 milhões. Mas, afinal, quanto rende esse valor se...",16/04/24 - 7:00min
financas,"Vencedor do ‘BBB24’ vai levar R$ 2,92 milhões; veja o que dá para fazer com a bolada","O prêmio da edição 2024 do Big Brother Brasil (BBB), da TV Globo, acumulou. Agora, o vencedor poderá ganhar até R$ 2,92 milhões – o maior valor da história do programa. Veja a seguir...",15/04/24 - 16:00min
financas,Petróleo é negociado em queda apesar da preocupação com a crise Irã x Israel,"Os preços do petróleo são negociados em queda nesta segunda-feira, 15, com o mercado minimizando o risco de um a escalada mais ampla da crise após o ataque do Irã contra Israel no fim...",15/04/24 - 8:14min
financas,Imposto de Renda: saiba como declarar ganhos como motorista ou entregador de aplicativos,"O prazo para a entrega da declaração do Imposto de renda 2024 termina no dia 31 de maio. Para motoristas e entregadores de aplicativos, a temporada de declaração pode ser um desafio adicional, já...",15/04/24 - 6:50min
financas,Quanto rendem os R$ 56 milhões do prêmio da Mega-Sena acumulada? Veja simulações,"O principal prêmio da Mega-Sena está acumulado e a estimativa para o concurso 2.712, que será realizado neste sábado, 13, subiu para R$ 56 milhões. Mas, afinal, quanto rende esse valor se investido em...",13/04/24 - 7:00min
financas,"Dólar sobe 2,11% na semana e encerra a R$ 5,12; Ibovespa recua","Aumento das tensões geopolíticas no Oriente Médio e questões técnicas do mercado de câmbio local levaram a uma nova escalada da moeda americana na sessão desta sexta-feira, 12. Com máxima a R$ 5,1482 no...",12/04/24 - 17:44min
financas,Insper cria o primeiro clube de investimento universitário do país gerido por jovens,"No Insper Asset, alunos investem no mercado real com estratégias aprendidas em aula",12/04/24 - 16:50min
financas,"Dólar avança e ultrapassa R$ 5,14 com cautela local e foco nos juros dos EUA","O dólar volta a subir no mercado local na manhã desta sexta-feira, 12, sintonizado à valorização da moeda norte-americana no exterior, após queda nas exportações e importações na China, chance de apenas um corte...",12/04/24 - 9:47min
financas,Imposto de Renda: saiba como declarar prêmio de apostas e ganhos com bets,"Se você recebeu rendimentos tributáveis acima de R$ 30.639,90 em 2023, você deve realizar a declaração do Imposto de Renda 2024 até o dia 31 de maio. Além disso, se o contribuinte obteve ganhos...",12/04/24 - 7:00min
financas,"Dólar sobe para R$ 5,09, com mercado de olho em contas públicas e exterior","Apesar da perda de fôlego da moeda americana no exterior, o dólar não encontrou espaço para recuar no mercado brasileiro de câmbio. Após máxima a R$ 5,0916, a moeda encerrou em alta de 0,24%,...",11/04/24 - 17:45min
financas,"Juros: taxas caem com ajuste após altas recentes, mas limitado por ambiente externo","Os juros futuros terminaram o dia em queda, fazendo uma pausa no movimento de estresse que marcou as últimas sessões, numa tentativa de correção às altas recentes, mas limitada pelo avanço dos rendimentos dos...",18/04/24 - 18:04min
financas,"Ibovespa vira no fim e sobe 0,02%, aos 124.196 pontos, com Vale","O Ibovespa esboçou recuperação na parte inicial da sessão, e não conseguiu reter o sinal positivo ao longo da maior tarde da tarde, período no qual os índices de Nova York também devolveram os...",18/04/24 - 17:43min
financas,"Bolsas de NY fecham mistas, em meio a expectativas por juros elevados e tensões geopolíticas","As bolsas de Nova York fecharam mistas, com viés negativo, em meio à aversão ao risco devido aos conflitos no Oriente Médio, além de sinalizações de juros altos por mais tempo pelo Federal Reserve...",18/04/24 - 17:41min
financas,"Moedas globais: dólar sobe, em meio a sinais do Fed; iene não sustenta ganhos no dia","O dólar chegou a recuar mais cedo, mas retomou fôlego, em meio a declarações de dirigentes do Federal Reserve (Fed, o banco central americano) que não mostravam urgência para cortar juros. O iene, por...",18/04/24 - 17:15min
financas,"Criptomoedas: bitcoin tem alta contida, em sessão volátil às vésperas do halving","O bitcoin exibia alta modesta, após chegar a recuar em parte da sessão desta quinta-feira, 18. O mercado tem sido dominado pela expectativa com o “halving”, quando haverá corte pela metade no valor pago...",18/04/24 - 16:33min
financas,"Petróleo fecha em leve baixa, com ausência de novos desdobramentos na crise no Oriente Médio","Os contratos futuros de petróleo fecharam em leve baixa nesta quinta-feira, 18, com reação contida aos desdobramentos no Oriente Médio, já que poucos fatores novos relevantes no sentido de uma escalada de tensões ocorreram...",18/04/24 - 16:06min
financas,"Posição cambial líquida até 12 de abril está em US$ 236,409 bilhões, revela BC","A posição cambial líquida do Banco Central atingiu US$ 236,409 bilhões, conforme dados divulgados nesta quinta-feira, 18, pela instituição. O montante tem como referência o dia 12 de abril. A posição cambial líquida encerrou...",18/04/24 - 15:06min
financas,"Ouro sobe, enquanto conflito no Oriente Médio permanece no radar","O ouro fechou em alta nesta quinta-feira, 18, embora ainda não tenha retornado ao patamar dos US$ 2.400 por onça-troy. A demanda pelo ativo de segurança permanece elevada, conforme as tensões no Oriente Médio...",18/04/24 - 15:00min
financas,"Fluxo cambial total em 2024 até o dia 12 de abril é positivo em US$ 6,041 bi, mostra BC","O Brasil registrou fluxo cambial positivo de US$ 6,041 bilhões em 2024 até o dia 12 de abril, informou o Banco Central nesta quinta-feira, 18. No ano passado inteiro, o resultado foi positivo em...",18/04/24 - 14:56min
financas,"EUA: leilão de US$ 23 bi em Tips de 5 anos tem retorno de 2,242%, com demanda acima da média","O Departamento do Tesouro dos Estados Unidos informou nesta quinta-feira, 18, que ofertou US$ 23 bilhões em leilão de títulos atrelados à inflação (Tips) de 5 anos, em leilão com rendimento máximo de 2,242%...",18/04/24 - 14:27min
financas,"Bolsas da Europa fecham em alta, com perspectivas para cortes do BCE e observando balanços","As bolsas da Europa fecharam em alta nesta quinta-feira, 18, ampliando ganhos da sessão anterior, em dia na qual são apoiadas por perspectivas para a política monetária do Banco Central Europeu (BCE). Além disso,...",18/04/24 - 13:12min
financas,"Ibovespa mira recuperação após 6 pregões de queda, com commodities e NY","O Ibovespa sobe nesta quinta-feira, 18, tentando reaver parte das quedas recentes – fechou em baixa por seis pregões seguidos. Ontem, caiu 0,17%, aos 124.171,15 pontos. A busca de uma recuperação ocorre em meio...",18/04/24 - 11:50min
financas,"Taxas futuras de juros têm leve correção e recuam, na contramão dos Treasuries","As taxas de juros negociadas no mercado futuro operam em baixa em toda a curva na manhã desta quinta-feira, 18, em um movimento de leve correção, apesar da instabilidade dos retornos dos Treasuries. Nos...",18/04/24 - 11:24min
financas,"Japão, Coreia e EUA expressam ‘sérias preocupações’ sobre fraqueza do iene e won","Os ministros de Finanças do Japão, da Coreia do Sul e dos EUA admitiram “sérias preocupações” de Tóquio e Seul sobre a forte desvalorização recente de suas respectivas moedas. Em comunicado conjunto, os ministros...",18/04/24 - 10:39min
financas,"Dólar à vista volta a perder força com minério forte, após alta pontual por Treasuries","O dólar está volátil e retomou baixa leve no mercado à vista nesta quinta-feira, 18, enquanto o dólar futuro de maio exibia alta por ajuste ante o fechamento anterior, com valor inferior ao preço...",18/04/24 - 10:09min
financas,"Bolsas da Europa ampliam ganhos de ontem, com balanços e dirigentes de BCs no radar","Por Sergio Caldas* São Paulo, 18/04/2024 – As bolsas europeias operam em alta comedida na manhã desta quinta-feira, ampliando ganhos de ontem, enquanto investidores monitoram balanços corporativos e comentários de dirigentes de grandes bancos...",18/04/24 - 6:55min
financas,"Bolsas da Ásia fecham em alta, com demanda por barganhas após quedas recentes","Por Sergio Caldas* São Paulo, 18/04/2024 – As bolsas da Ásia e do Pacífico fecharam majoritariamente em alta nesta quinta-feira, com algumas delas interrompendo uma sequência de perdas recentes em meio à demanda por...",18/04/24 - 5:59min
financas,Juros: taxas curtas sobem com declarações ‘hawkish’ de Campos Neto,"Os juros futuros fecharam quarta-feira em alta nos vencimentos de curto e médio prazos, invertendo o sinal de baixa no meio do dia após declarações do presidente do Banco Central (BC), Roberto Campos Neto,...",17/04/24 - 18:06min
financas,"Dólar cai 0,47% com ajustes em meio à fala dura de Campos Neto","Após cinco pregões consecutivos de alta, período em que acumulou valorização de 5,21%, o dólar à vista recuou na sessão desta quarta-feira, 17. O enfraquecimento global da moeda americana e a queda dos Treasuries,...",17/04/24 - 18:04min
financas,"Com foco no BC, Ibovespa cai 0,17%, em baixa pelo 6º dia, aos 124,1 mil","O Ibovespa não conseguiu sustentar recuperação nesta quarta-feira, 16, estendendo a série negativa pela sexta sessão – a maior desde a longa correção entre 1º e 17 de agosto. Hoje, fechou em baixa de...",17/04/24 - 17:48min
financas,"Bolsas de NY fecham em queda, com liquidação de ações de chips após balanço da ASML","As bolsas de Nova York fecharam em queda nesta quarta-feira, 17, após resultado decepcionante da ASML deflagrar uma onda generalizada de vendas de ações do setor de chips semicondutores. A pressão amplificou a cautela...",17/04/24 - 17:13min
financas,"Moedas Globais: dólar cai ante rivais, com realização de lucros e dúvidas sobre BCs da Europa","O dólar se ajustou de ganhos recentes e se desvalorizou ante as principais moedas do mundo, em meio a incertezas sobre os planos de bancos centrais na Europa, que impulsionaram principalmente o euro e...",17/04/24 - 17:12min
financas,"Criptomoedas caem, à espera de halving do bitcoin e em meio a incertezas geopolíticas","O bitcoin continuou seu movimento de desvalorização, em meio a um quadro de cautela geopolítica e de olho no “halving”, cada vez mais próximo de acontecer. Enquanto isso, as demais criptomoedas, incluindo o ethereum,...",17/04/24 - 16:40min
financas,"Petróleo recua mais de 3%, com ausência de novas escaladas no Oriente Médio e olho no Fed","Os contratos futuros de petróleo fecharam em queda acima 3% nesta quarta-feira, 17, à medida que o ajuste após salto recente ganha mais fôlego. Passados alguns dias desde o ataque do Irã, Israel ainda...",17/04/24 - 16:10min
financas,"Ouro pausa rali e fecha em baixa, interrompendo sequência de 6 sessões em altas","O ouro pausou o rali que o tem levado a renovar sucessivas máximas histórica e fechou em baixa nesta quarta-feira. A desvalorização desta sessão interrompe uma sequência de seis dias de alta. Na Comex,...",17/04/24 - 15:11min
financas,"Leilão nos EUA de US$ 13 bi em T-bonds de 20 anos tem juro máximo de 4,818% e demanda forte","O Departamento do Tesouro dos Estados Unidos informou nesta quarta-feira, 17, que um leilão de US$ 13 bilhões em T-bonds de 20 anos registrou juro máximo de 4,818%. A taxa bid-to-cover, um indicativo da...",17/04/24 - 14:53min
financas,"Bolsas da Europa fecham em alta, com recuperação após perdas, e divulgação de CPIs e balanços","As bolsas da Europa fecharam em alta nesta quarta-feira, 17, em sessão com recuperação após a queda acima de 1% que os índices sofreram na terça-feira, em um cenário de aversão a riscos por...",17/04/24 - 13:30min
financas,Ibovespa tem volatilidade e se divide entre alta do minério de NY e queda do petróleo,"O Ibovespa tenta ecoar a recuperação vista na manhã desta quarta-feira, 17, nos mercados de ações do exterior após recentes perdas. Após os últimos cinco pregões de queda, o Índice Bovespa abriu em alta,...",17/04/24 - 11:15min
financas,"Taxas de juros operam com instabilidade, com incertezas externas e internas no radar","As taxas de juros negociadas no mercado futuro operam com instabilidade na manhã desta quarta-feira, 17, alternando sinais de alta e baixa desde o início dos negócios. Depois de sucessivas altas nos últimos dias,...",17/04/24 - 11:12min
financas,"Bolsas da Europa se recuperam parcialmente, de olho em inflação e balanços","Por Sergio Caldas* São Paulo, 17/04/2024 – As bolsas europeias operam em alta na manhã desta quarta-feira, revertendo parcialmente as fortes perdas de ontem, após dados mostrarem arrefecimento da inflação na zona do euro...",17/04/24 - 7:00min
financas,"Bolsas da Ásia fecham mistas, com incertezas sobre juros dos EUA e Oriente Médio","Por Sergio Caldas* São Paulo, 17/04/2024 – As bolsas asiáticas fecharam sem direção única nesta quarta-feira, em meio a dúvidas sobre o futuro dos juros nos EUA e tensões no Oriente Médio. O índice...",17/04/24 - 5:59min
financas,Juros: taxas voltam a disparar com aversão ao risco externo e fiscal,"Os juros futuros voltaram a fechar em forte alta, com os longos abrindo 30 pontos-base, refletindo a escalada das preocupações com o ambiente externo e fiscal, que também levaram o dólar para perto de...",16/04/24 - 18:08min
financas,"Ibovespa estende série negativa por 5ª sessão, em baixa de 0,75%, a 124,3 mil","Em meio ao prosseguimento da pressão sobre o câmbio, que colocou o dólar a R$ 5,2875 na máxima desta terça-feira, o Ibovespa estendeu a série negativa pela quinta sessão, a mais longa para o...",16/04/24 - 17:54min
financas,"Dólar avança 1,61% e supera R$ 5,26 de olho em Fed e risco fiscal","O dólar à vista encerrou a sessão desta terça-feira, 16, em alta de 1,61%, cotado R$ 5,2688, após ter flertado no fim da manhã com o nível de R$ 5,29, ao registrar máxima a...",16/04/24 - 17:48min
financas,"Bolsas de NY fecham sem sinal único, com Powell cauteloso, balanços e riscos geopolíticos","As bolsas de Nova York fecharam sem sinal único nesta terça-feira, 16, após o presidente do Federal Reserve (Fed), Jerome Powell, apontar que juros devem ficar restritivos por mais tempo. Os comentários limitaram a...",16/04/24 - 17:28min
financas,"Moedas globais: dólar avança, com apoio de falas de Powell, mas fôlego contido por dados","O dólar se valorizou hoje, apoiado por declarações do presidente do Federal Reserve (Fed, o banco central americano), Jerome Powell. Mais cedo, porém, a moeda americana havia perdido força, após as construções de moradias...",16/04/24 - 17:27min
financas,"Criptomoedas: bitcoin recua ante cautela geopolítica, com efeitos do ‘halving’ ainda em foco","O bitcoin caiu nesta terça-feira, 16, em quadro de cautela geopolítica e em meio a ponderações sobre os efeitos que ainda podem se materializar no chamado “halving” que deve ocorrer neste mês. O ethereum,...",16/04/24 - 16:38min
financas,"Petróleo fecha em leve queda, com dólar forte e de olho em Oriente Médio","O petróleo ficou próximo da estabilidade nesta terça-feira, 16, em meio ao fortalecimento do dólar e enquanto investidores ponderam sobre os riscos de uma escalada nos conflitos no Oriente Médio. Hoje também, um Produto...",16/04/24 - 16:14min
financas,"Ouro sobe a nova máxima recorde de fechamento, de olho em tensões no Oriente Médio","O ouro fechou em alta nesta terça-feira, 16, e continuou sua escalada recente, ficando acima de US$ 2.400 por onça-troy no fechamento pela primeira vez. Analistas avaliam que compras da China e da Índia...",16/04/24 - 15:08min
financas,"Ainda há longo caminho antes de decisão sobre emitir euro digital, aponta dirigente do BCE","Dirigente do Banco Central Europeu (BCE), Joachim Nagel afirmou nesta terça-feira, 16, que, após o lançamento da fase de preparação, há ainda “um longo caminho” antes de se decidir sobre a emissão de um...",16/04/24 - 13:55min
financas,"Bolsas da Europa caem mais de 1%, com aversão a riscos por tensões entre Irã e Israel","As bolsas da Europa fecharam em forte queda nesta terça-feira, 16, a maioria recuando mais de 1%, em sessão fortemente afetada pelas tensões geopolíticas no Oriente Médio. No começo da semana, a aversão ao...",16/04/24 - 13:16min
financas,"Temor com China, juro global e com fiscal local derruba Ibovespa para nível de 124 mil pontos","O Ibovespa abriu em queda nesta terça-feira e segue aprofundando a desvalorização, já operando na faixa dos 123 mil pontos, depois de abrir em 125.315,63 pontos. O recuo na carteira é quase geral. De...",16/04/24 - 11:19min
financas,"Taxas de juros ampliam alta com dólar, Treasuries e quadro fiscal no radar","Os juros negociados no mercado futuro renovaram máximas em todos os vencimentos nos últimos minutos, em sintonia com a elevação dos juros dos Treasuries e a alta do dólar nesta terça-feira, 16. Em alguns...",16/04/24 - 11:15min
financas,Dólar sobe junto com Treasuries antes de Powell e por cautela com China e fiscal,"O dólar voltou a subir pela quinta sessão consecutiva no mercado local, refletindo a valorização dos rendimentos dos Treasuries e da divisa americana frente outros pares do real ligados a commodities em meio à...",16/04/24 - 9:41min
financas,Tesouro realiza leilão de venda de NTN-B e LFT nesta terça-feira,"O Tesouro Nacional realiza nesta terça-feira, 16, leilões de venda de Notas do Tesouro Nacional – Série B (NTN-B) e de Letras Financeiras do Tesouro (LFT). Nas NTN-B, serão ofertados papéis para 15/5/2029, 15/5/2035...",16/04/24 - 7:43min
financas,"Bolsas da Europa caem mais de 1%, com aversão a risco deflagrada por Irã-Israel","Por Sergio Caldas* São Paulo, 16/04/2024 – As bolsas europeias operam em baixa de mais de 1% desde o começo do pregão desta terça-feira, com investidores evitando tomar risco em meio às incertezas no...",16/04/24 - 6:55min
financas,"Bolsas da Ásia fecham em baixa significativa, com tensão no Oriente Médio e dados chineses mistos","Por Sergio Caldas* São Paulo, 16/04/2024 – As bolsas da Ásia e do Pacífico fecharam em baixa significativa nesta terça-feira, em meio a persistentes tensões no Oriente Médio e após divulgação de dados econômicos...",16/04/24 - 5:46min
financas,ChinaAMC vai lançar ETFs de bitcoin e ethereum à vista em Hong Kong,"A China Asset Management (ChinaAMC), um dos maiores fundos de gestão de investimentos da China, anunciou nesta segunda-feira, 15, que recebeu aprovação regulatória da Comissão de Valores Mobiliários e Futuros de Hong Kong (SFC)...",15/04/24 - 21:28min
financas,Juros: taxas disparam com tensão externa e mudança de meta fiscal de 2025,"Os juros futuros dispararam nesta segunda-feira, refletindo a deterioração do cenário externo e fiscal. As taxas subiam desde manhã e ampliaram o ritmo de alta à tarde, fechando nas máximas a partir dos vértices...",15/04/24 - 18:11min
